;id;scientific.name;accepted.name;family;taxon.rank;taxon.status;search.str;threat.status.cnc;threat.status.mma;threat.status.mma2022;life.form;habitat;vegetation.type;vernacular.name;occurrence;establishment;domain;endemism
728;11258;Bulbophyllum plumosum (Barb.Rodr.) Cogn.;NA;Orchidaceae;species;accepted;Bulbophyllum plumosum;LC;NA;NA;Herb;Epiphyte|Rupicolous;Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual;NA;BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PR|BR-RS|BR-SP;native;Caatinga|Cerrado|Mata Atlantica;Endemic
733;17127;Bulbostylis junciformis (Kunth) C.B.Clarke;NA;Cyperaceae;species;accepted;Bulbostylis junciformis;NA;NA;NA;Herb;Terrestrial;Caatinga (stricto sensu)|Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Restinga|Savana Amazonica|Vegetacao Sobre Afloramentos Rochosos;NA;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-SE|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Mata Atlantica|Pampa|Pantanal;Non Endemic
734;25397;Bulbostylis consanguinea (Kunth) C.B.Clarke;NA;Cyperaceae;species;accepted;Bulbostylis consanguinea;NA;NA;NA;Herb;Rupicolous|Terrestrial;Campo Limpo|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ombrofila (= Floresta Pluvial)|Restinga|Savana Amazonica|Vegetacao Sobre Afloramentos Rochosos;NA;BR-AM|BR-BA|BR-DF|BR-GO|BR-MG|BR-PB|BR-PE|BR-PI|BR-PR|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Mata Atlantica|Pampa|Pantanal;Non Endemic
736;17125;Bulbostylis hirtella (Schrad.) Urb.;NA;Cyperaceae;species;accepted;Bulbostylis hirtella;NA;NA;NA;Herb;Terrestrial;Campo Limpo|Cerrado (lato sensu)|Restinga|Vegetacao Sobre Afloramentos Rochosos;NA;BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;Caatinga|Cerrado|Mata Atlantica|Pampa|Pantanal;Non Endemic
740;17129;Bulbostylis paradoxa (Spreng.) Lindm.;NA;Cyperaceae;species;accepted;Bulbostylis paradoxa;NA;NA;NA;Herb;Rupicolous|Terrestrial;Campo Limpo|Cerrado (lato sensu)|Palmeiral|Restinga|Savana Amazonica|Vegetacao Sobre Afloramentos Rochosos;NA;BR-AM|BR-AP|BR-BA|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PI|BR-PR|BR-RJ|BR-RO|BR-RR|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Mata Atlantica;Non Endemic
741;7156;Bulbostylis scabra (J.Presl & C.Presl) C.B.Clarke;NA;Cyperaceae;species;accepted;Bulbostylis scabra;NA;NA;NA;Herb;Rupicolous|Terrestrial;Caatinga (stricto sensu)|Campo de Varzea|Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Restinga|Savana Amazonica|Vegetacao Sobre Afloramentos Rochosos;NA;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Mata Atlantica|Pampa;Non Endemic
742;25405;Bulbostylis sphaerocephala (Boeckeler) C.B.Clarke;NA;Cyperaceae;species;accepted;Bulbostylis sphaerocephala;NA;NA;NA;Herb;Terrestrial;Campo de Altitude|Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Vegetacao Sobre Afloramentos Rochosos;NA;BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;Cerrado|Mata Atlantica|Pampa;Non Endemic
746;110595;Burmannia bicolor Mart.;NA;Burmanniaceae;species;accepted;Burmannia bicolor;LC;NA;NA;Herb;Terrestrial;Campinarana|Campo de Varzea|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Restinga|Savana Amazonica;NA;BR-AM|BR-AP|BR-BA|BR-DF|BR-GO|BR-MA|BR-MG|BR-MT|BR-PA|BR-PR|BR-RJ|BR-RO|BR-RR|BR-SP;native;Amazonia|Cerrado|Mata Atlantica;Non Endemic
750;19434;Byrsonima verbascifolia (L.) DC.;NA;Malpighiaceae;species;accepted;Byrsonima verbascifolia;NA;NA;NA;Shrub|Tree;Terrestrial;Campinarana|Campo rupestre|Cerrado (lato sensu)|Restinga|Savana Amazonica;NA;BR-AC|BR-AL|BR-AM|BR-BA|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PI|BR-PR|BR-RN|BR-RR|BR-SE|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Mata Atlantica;Non Endemic
752;8831;Byrsonima coccolobifolia Kunth;NA;Malpighiaceae;species;accepted;Byrsonima coccolobifolia;LC;NA;NA;Shrub|Tree;Terrestrial;Campinarana|Campo rupestre|Floresta Ciliar ou Galeria|Floresta de Igapo|Savana Amazonica;NA;BR-AL|BR-AM|BR-AP|BR-BA|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PI|BR-PR|BR-RO|BR-RR|BR-SE|BR-SP|BR-TO;native;Amazonia|Cerrado|Mata Atlantica;Non Endemic
761;8845;Byrsonima sericea DC.;NA;Malpighiaceae;species;accepted;Byrsonima sericea;NA;NA;NA;Shrub|Tree;Terrestrial;Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Ombrofila (= Floresta Pluvial)|Restinga;NA;BR-AL|BR-BA|BR-CE|BR-ES|BR-GO|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-RJ|BR-RN|BR-SE|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Mata Atlantica;Non Endemic
763;19433;Byrsonima variabilis A.Juss.;NA;Malpighiaceae;species;accepted;Byrsonima variabilis;LC;NA;NA;Shrub;Terrestrial;Campo rupestre|Vegetacao Sobre Afloramentos Rochosos;NA;BR-BA|BR-MG|BR-RJ|BR-SP;native;Cerrado|Mata Atlantica;Endemic
766;9024;Byttneria sagittifolia A. St.-Hil.;NA;Malvaceae;species;accepted;Byttneria sagittifolia;NA;NA;NA;Subshrub;Terrestrial;Area Antropica|Campo Limpo|Cerrado (lato sensu);NA;BR-MG|BR-SP;native;Cerrado;Endemic
767;9025;Byttneria scabra L.;NA;Malvaceae;species;accepted;Byttneria scabra;LC;NA;NA;Shrub;Terrestrial;Area Antropica|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Savana Amazonica|Vegetacao Sobre Afloramentos Rochosos;jequeri/PORTUGUES/Sudeste;BR-AM|BR-AP|BR-BA|BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-PA|BR-PR|BR-RR|BR-RS|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Mata Atlantica|Pampa|Pantanal;Non Endemic
773;22070;Xanthosoma striatipes (Kunth & Bouche) Madison;NA;Araceae;species;accepted;Xanthosoma striatipes;NA;NA;NA;Herb;Aquatica|Terrestrial;Campo de Varzea|Campo Limpo|Vegetacao Aquatica;NA;BR-AC|BR-AM|BR-DF|BR-GO|BR-MA|BR-MG|BR-MT|BR-PA|BR-SP|BR-TO;native;Amazonia|Cerrado;Non Endemic
775;104956;Calamagrostis viridiflavescens var. montevidensis (Nees) Kampf;NA;Poaceae;variety;accepted;Calamagrostis viridiflavescens var. montevidensis;NA;NA;NA;Herb;Terrestrial;Campo de Altitude|Campo Limpo;NA;BR-PR|BR-RS|BR-SC|BR-SP;native;Mata Atlantica|Pampa;Non Endemic
778;604715;Calea asclepiifolia Hassl.;NA;Asteraceae;species;accepted;Calea asclepiifolia;NA;NA;NA;Herb;Terrestrial;Campo Limpo;NA;BR-MS;native;Cerrado|Pampa;Endemic
781;114863;Calea clausseniana Baker;NA;Asteraceae;species;accepted;Calea clausseniana;LC;NA;NA;Herb;Terrestrial;Campo Limpo|Campo rupestre;NA;BR-MG|BR-MS|BR-SP;native;Cerrado|Pantanal;Endemic
783;114867;Calea cuneifolia DC.;NA;Asteraceae;species;accepted;Calea cuneifolia;NA;NA;NA;Subshrub;Terrestrial;Campo Limpo|Cerrado (lato sensu);NA;BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-SP;native;Cerrado;Endemic
784;121918;Calea triantha (Vell.) Pruski;NA;Asteraceae;species;accepted;Calea triantha;NA;NA;NA;Shrub|Subshrub;Terrestrial;Area Antropica|Campo de Altitude|Campo Limpo|Floresta Ciliar ou Galeria;NA;BR-MG|BR-PR|BR-SC|BR-SP;native;Cerrado|Mata Atlantica;Endemic
786;123701;Calea marginata S.F.Blake;NA;Asteraceae;species;accepted;Calea marginata;NA;NA;NA;Subshrub;Terrestrial;Campo de Altitude|Floresta Ciliar ou Galeria;NA;BR-PR|BR-SP;native;Mata Atlantica;Endemic
790;116467;Calea rotundifolia (Less.) Baker;NA;Asteraceae;species;accepted;Calea rotundifolia;NA;NA;NA;Shrub|Subshrub;Terrestrial;Campo rupestre|Cerrado (lato sensu);NA;BR-MG;native;Cerrado;Endemic
793;14614;Calibrachoa linoides (Sendtn.) Wijsman;NA;Solanaceae;species;accepted;Calibrachoa linoides;NA;NA;NA;Subshrub;Rupicolous|Terrestrial;Campo de Altitude|Floresta Ombrofila Mista;NA;BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;Mata Atlantica;Endemic
794;14617;Calibrachoa paranensis (Dusen) Wijsman;NA;Solanaceae;species;accepted;Calibrachoa paranensis;NA;NA;NA;Shrub;Rupicolous|Terrestrial;Campo rupestre|Floresta Ombrofila Mista|Vegetacao Sobre Afloramentos Rochosos;NA;BR-PR|BR-SP;native;Mata Atlantica;Endemic
806;7747;Calolisianthus amplissimus (Mart.) Gilg;NA;Gentianaceae;species;accepted;Calolisianthus amplissimus;NA;NA;NA;Herb;Terrestrial;Campo rupestre|Cerrado (lato sensu);NA;BR-DF|BR-GO|BR-MG|BR-PR|BR-RJ|BR-SP;native;Cerrado|Mata Atlantica;Endemic
807;7748;Calolisianthus pedunculatus (Cham. & Schltdl.) Gilg;NA;Gentianaceae;species;accepted;Calolisianthus pedunculatus;NA;NA;NA;Herb|Subshrub;Rupicolous|Terrestrial;Campo rupestre|Cerrado (lato sensu);NA;BR-BA|BR-GO|BR-MG|BR-PR|BR-SC|BR-SP;native;Caatinga|Cerrado|Mata Atlantica;Endemic
808;7749;Calolisianthus pendulus (Mart.) Gilg;NA;Gentianaceae;species;accepted;Calolisianthus pendulus;NA;NA;NA;Herb|Subshrub;Rupicolous|Terrestrial;Campo de Altitude|Campo rupestre|Cerrado (lato sensu);NA;BR-MG|BR-PR|BR-RJ|BR-SP;native;Cerrado|Mata Atlantica;Endemic
809;7751;Calolisianthus speciosus (Cham. & Schltdl.) Gilg;NA;Gentianaceae;species;accepted;Calolisianthus speciosus;NA;NA;NA;Herb|Subshrub;Rupicolous|Terrestrial;Campo rupestre|Cerrado (lato sensu);NA;BR-BA|BR-DF|BR-GO|BR-MG|BR-SP|BR-TO;native;Cerrado;Endemic
813;4786;Oxypetalum mosenii (Malme) Malme;NA;Apocynaceae;species;accepted;Oxypetalum mosenii;NA;NA;NA;Climber;Terrestrial;Campo de Altitude|Floresta Ciliar ou Galeria|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista;NA;BR-MG|BR-PR|BR-RS|BR-SC|BR-SP;native;Mata Atlantica;Non Endemic
815;4799;Oxypetalum regnellii (Malme) Malme;NA;Apocynaceae;species;accepted;Oxypetalum regnellii;NT;NA;NA;Subshrub;Terrestrial;Campo de Altitude|Floresta Ombrofila (= Floresta Pluvial);NA;BR-MG|BR-RJ|BR-SP;native;Cerrado|Mata Atlantica;Endemic
817;8041;Calydorea campestris (Klatt) Baker;NA;Iridaceae;species;accepted;Calydorea campestris;NA;NA;NA;Herb;Terrestrial;Campo de Altitude;NA;BR-MG|BR-PR|BR-RS|BR-SC|BR-SP;native;Mata Atlantica|Pampa;Non Endemic
822;608733;Myrcia neoclusiifolia A.R.Lourenco & E.Lucas;NA;Myrtaceae;species;accepted;Myrcia neoclusiifolia;NA;NA;NA;Tree;Terrestrial;Campo rupestre|Floresta Ombrofila (= Floresta Pluvial)|Restinga;NA;BR-BA|BR-DF|BR-MA|BR-MG|BR-PE|BR-SP;native;Cerrado|Mata Atlantica;Endemic
828;19436;Camarea affinis A.St.-Hil.;NA;Malpighiaceae;species;accepted;Camarea affinis;LC;NA;NA;Subshrub;Terrestrial;Campo Limpo|Campo rupestre|Cerrado (lato sensu);NA;BR-BA|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PI|BR-PR|BR-RJ|BR-RO|BR-SP|BR-TO;native;Cerrado;Non Endemic
829;30462;Camarea hirsuta A.St.-Hil.;NA;Malpighiaceae;species;accepted;Camarea hirsuta;LC;NA;NA;Subshrub;Terrestrial;Campo Limpo|Campo rupestre|Cerrado (lato sensu);NA;BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-SP;native;Cerrado;Endemic
830;30618;Cambessedesia corymbosa Mart. & Schrank ex DC.;NA;Melastomataceae;species;accepted;Cambessedesia corymbosa;NA;NA;NA;Shrub|Subshrub;Terrestrial;Campo rupestre|Cerrado (lato sensu);NA;BR-MG;native;Cerrado;Endemic
831;9434;Cambessedesia espora (A.St.-Hil. ex Bonpl.) DC.;NA;Melastomataceae;species;accepted;Cambessedesia espora;NA;NA;NA;Herb|Subshrub;Terrestrial;Campo rupestre|Cerrado (lato sensu);NA;BR-DF|BR-GO|BR-MG|BR-MT|BR-PR|BR-RJ|BR-SP;native;Cerrado;Endemic
838;10308;Campomanesia adamantium (Cambess.) O.Berg;NA;Myrtaceae;species;accepted;Campomanesia adamantium;NA;NA;NA;Shrub;Terrestrial;Campo Limpo|Campo rupestre|Cerrado (lato sensu);NA;BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-SC|BR-SP;native;Cerrado|Mata Atlantica;Non Endemic
852;10331;Campomanesia sessiliflora (O.Berg) Mattos;NA;Myrtaceae;species;accepted;Campomanesia sessiliflora;LC;NA;NA;Shrub|Tree;Terrestrial;Caatinga (stricto sensu)|Campo rupestre|Cerrado (lato sensu)|Floresta Estacional Semidecidual;NA;BR-BA|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-SP;native;Caatinga|Cerrado|Mata Atlantica;Non Endemic
855;26931;Campovassouria cruciata (Vell.) R.M.King & H.Rob.;NA;Asteraceae;species;accepted;Campovassouria cruciata;NA;NA;NA;Shrub;Rupicolous|Terrestrial;Area Antropica|Campo de Altitude|Campo Limpo|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista;NA;BR-BA|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;Cerrado|Mata Atlantica|Pampa|Pantanal;Non Endemic
856;617937;Cerradicola elliptica (Desv) L.P.Queiroz;NA;Fabaceae;species;accepted;Cerradicola elliptica;NA;NA;NA;Shrub|Subshrub;Terrestrial;Campo Limpo|Cerrado (lato sensu)|Savana Amazonica;NA;BR-BA|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-RO|BR-SP|BR-TO;native;Amazonia|Cerrado;Non Endemic
860;26938;Campuloclinium megacephalum (Mart. ex Baker) R.M.King & H.Rob.;NA;Asteraceae;species;accepted;Campuloclinium megacephalum;NA;NA;NA;Subshrub;Terrestrial;Campo rupestre|Cerrado (lato sensu)|Floresta Estacional Semidecidual;NA;BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-RJ|BR-SP;native;Cerrado|Mata Atlantica;Endemic
861;26939;Campuloclinium purpurascens (Sch.Bip. ex Baker) R.M.King & H.Rob.;NA;Asteraceae;species;accepted;Campuloclinium purpurascens;NA;NA;NA;Shrub;Terrestrial;Area Antropica|Campo rupestre|Cerrado (lato sensu)|Floresta Estacional Semidecidual;NA;BR-MG|BR-MS|BR-PR|BR-RJ|BR-RS|BR-SP;native;Cerrado|Mata Atlantica;Non Endemic
878;96168;Campylopus occultus Mitt.;NA;Dicranaceae;species;accepted;Campylopus occultus;NA;NA;NA;Cushion|Foliose|Tuft;Corticicola|Epixila|Rupicolous|Terrestrial;Campo de Altitude|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista|Vegetacao Sobre Afloramentos Rochosos;NA;BR-AP|BR-BA|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RR|BR-RS|BR-SC|BR-SP;native;Amazonia|Cerrado|Mata Atlantica|Pampa|Pantanal;Non Endemic
883;96181;Campylopus widgrenii (Mull.Hal.) Mitt.;NA;Dicranaceae;species;accepted;Campylopus widgrenii;NA;NA;NA;Foliose|Tuft;Rupicolous;Campo de Altitude|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista;NA;BR-BA|BR-MG|BR-RJ|BR-SC;native;Mata Atlantica;Endemic
887;110628;Canna indica L.;NA;Cannaceae;species;accepted;Canna indica;NA;NA;NA;Herb;Terrestrial;Area Antropica|Campo de Varzea|Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Restinga|Savana Amazonica|Vegetacao Sobre Afloramentos Rochosos;pariri/PORTUGUES/NA | caete/PORTUGUES/NA | caite-de-thallo-roxo/PORTUGUES/NA;BR-AC|BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Mata Atlantica|Pampa|Pantanal;Non Endemic
890;132564;Cantinoa racemulosa (Mart. ex Benth.) Harley & J.F.B.Pastore;NA;Lamiaceae;species;accepted;Cantinoa racemulosa;NA;NA;NA;Herb|Subshrub;Terrestrial;Campo de Altitude|Cerrado (lato sensu)|Floresta Ombrofila (= Floresta Pluvial);NA;BR-MG;native;Cerrado|Mata Atlantica;Endemic
891;132551;Cantinoa dubia (Pohl ex Benth.) Harley & J.F.B.Pastore;NA;Lamiaceae;species;accepted;Cantinoa dubia;NA;NA;NA;Herb|Subshrub;Terrestrial;Campo de Altitude;NA;BR-MG|BR-MT|BR-SP;native;Cerrado|Mata Atlantica;Endemic
892;132562;Cantinoa plectranthoides (Benth.) Harley & J.F.B.Pastore;NA;Lamiaceae;species;accepted;Cantinoa plectranthoides;NA;NA;NA;Herb|Subshrub;Terrestrial;Campo de Altitude|Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria;NA;BR-DF|BR-GO|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP;native;Cerrado|Mata Atlantica;Endemic
905;117490;Cardamine bonariensis Pers.;NA;Brassicaceae;species;accepted;Cardamine bonariensis;NA;NA;NA;Herb;Terrestrial;Area Antropica|Campo Limpo;NA;BR-AL|BR-BA|BR-CE|BR-DF|BR-MG|BR-MT|BR-PB|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;naturalized;Caatinga|Cerrado|Mata Atlantica|Pampa;Non Endemic
910;7163;Carex bonariensis Desf. ex Poir.;NA;Cyperaceae;species;accepted;Carex bonariensis;NA;NA;NA;Herb;Rupicolous|Terrestrial;Campo Limpo|Campo rupestre|Floresta Ombrofila Mista;NA;BR-MG|BR-PR|BR-RS|BR-SC|BR-SP;native;Mata Atlantica|Pampa;Non Endemic
911;7164;Carex brasiliensis A.St.-Hil.;NA;Cyperaceae;species;accepted;Carex brasiliensis;NA;NA;NA;Herb;Terrestrial;Campo de Altitude|Campo Limpo|Floresta Ombrofila Mista;NA;BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;Mata Atlantica|Pampa;Non Endemic
912;34914;Carex feddeana H.Pfeiff.;NA;Cyperaceae;species;accepted;Carex feddeana;NA;NA;NA;Herb;Terrestrial;Campo Limpo|Floresta Ombrofila Mista;NA;BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;Mata Atlantica|Pampa;Non Endemic
913;49054;Carex hamata Sw.;NA;Cyperaceae;species;accepted;Carex hamata;NA;NA;NA;Herb;Terrestrial;Campo de Altitude|Campo rupestre|Floresta Estacional Decidual;NA;BR-AM|BR-MG|BR-RR;native;Amazonia|Mata Atlantica;Non Endemic
914;34922;Carex hilairei Boott;NA;Cyperaceae;species;accepted;Carex hilairei;NA;NA;NA;Herb;Terrestrial;Campo de Altitude|Floresta Ombrofila Mista;NA;BR-MG|BR-PR|BR-RJ;native;Mata Atlantica;Non Endemic
918;34935;Carex polysticha Boeckeler;NA;Cyperaceae;species;accepted;Carex polysticha;NA;NA;NA;Herb;Terrestrial;Campo Limpo;NA;BR-DF|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;Mata Atlantica|Pampa;Non Endemic
920;34936;Carex purpureovaginata Boeckeler;NA;Cyperaceae;species;accepted;Carex purpureovaginata;NA;NA;NA;Herb;Terrestrial;Campo de Altitude|Campo Limpo|Floresta Ombrofila Mista;NA;BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;Mata Atlantica|Pampa;Endemic
923;103869;Vasconcellea quercifolia A.St.-Hil.;NA;Caricaceae;species;accepted;Vasconcellea quercifolia;NA;NA;NA;Shrub|Tree;Terrestrial;Caatinga (stricto sensu)|Campo rupestre|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial);mamaozinho/PORTUGUES/NA | mamaozinho-do-mato/PORTUGUES/NA | mamoeiro-do-mato/PORTUGUES/NA | higera-del-monte/ESPANHOL/Argentina | gargatea/PORTUGUES/Bolivia;BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SE|BR-SP;native;Caatinga|Cerrado|Mata Atlantica|Pampa;Non Endemic
930;14367;Casearia decandra Jacq.;NA;Salicaceae;species;accepted;Casearia decandra;NA;NA;NA;Shrub|Tree;Terrestrial;Caatinga (stricto sensu)|Campo de Altitude|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Restinga;brogoto/PORTUGUES/Alagoas | carrapatinho/PORTUGUES/Pernambuco | assa-leitao/PORTUGUES/Rio de Janeiro | assa-peixe/PORTUGUES/Rio Grande do Norte | pau-vidro/PORTUGUES/Bahia | cocao-branco/PORTUGUES/Bahia | pau-vidro-branco/PORTUGUES/Bahia | espeto/PORTUGUES/Minas Gerais | espeto-vermelho/PORTUGUES/Minas Gerais | guacatonga/PORTUGUES/Minas Gerais | caferana/PORTUGUES/Para | limao/PORTUGUES/Para | andorinha/PORTUGUES/Para | guassatunga/PORTUGUES/Parana | guacatonga-branca/PORTUGUES/Parana | pau-de-la/PORTUGUES/Parana | cha-de-bugre/PORTUGUES/Roraima | guassatonga/PORTUGUES/Roraima | cafe-do-mato/PORTUGUES/Roraima | guacatonga/PORTUGUES/Roraima | cafezeiro-do-mato/PORTUGUES/Santa Catarina | cambroe/PORTUGUES/Santa Catarina | guacatunga/PORTUGUES/Santa Catarina | pau-de-espeto/PORTUGUES/Sao Paulo | vidro/PORTUGUES/Sao Paulo | anavinga/PORTUGUES/Sao Paulo | cabelo-de-cotia/PORTUGUES/Acre | cambroe/PORTUGUES/Parana;BR-AC|BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Mata Atlantica|Pampa|Pantanal;Non Endemic
951;83707;Senna oblongifolia (Vogel) H.S.Irwin & Barneby;NA;Fabaceae;species;accepted;Senna oblongifolia;NA;NA;NA;Shrub;Terrestrial;Area Antropica|Campo rupestre|Floresta Ciliar ou Galeria|Floresta Ombrofila (= Floresta Pluvial)|Vegetacao Sobre Afloramentos Rochosos;NA;BR-AM|BR-DF|BR-ES|BR-MG|BR-PB|BR-PR|BR-RJ|BR-RS|BR-SC|BR-TO;native;Amazonia|Cerrado|Mata Atlantica;Non Endemic
954;23161;Senna obtusifolia (L.) H.S.Irwin & Barneby;NA;Fabaceae;species;accepted;Senna obtusifolia;NA;NA;NA;Herb|Subshrub;Terrestrial;Area Antropica|Caatinga (stricto sensu)|Campo Limpo|Floresta de Terra Firme|Floresta Ombrofila (= Floresta Pluvial);NA;BR-AC|BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Mata Atlantica|Pampa|Pantanal;Non Endemic
955;28090;Chamaecrista trachycarpa (Vogel) H.S.Irwin & Barneby;NA;Fabaceae;species;accepted;Chamaecrista trachycarpa;LC;NA;NA;Shrub;Terrestrial;Campo de Altitude|Campo Limpo|Cerrado (lato sensu);NA;BR-MG|BR-SP;native;Cerrado|Mata Atlantica;Endemic
960;12422;Castilleja arvensis Schltdl. & Cham.;NA;Orobanchaceae;species;accepted;Castilleja arvensis;NA;NA;NA;Herb;Hemiparasita|Terrestrial;Campo de Altitude|Campo Limpo|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista|Restinga;NA;BR-ES|BR-GO|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;Cerrado|Mata Atlantica|Pampa;Non Endemic
967;582439;Cattleya cernua (Lindl.) Van den Berg;NA;Orchidaceae;species;accepted;Cattleya cernua;LC;NA;NA;Herb;Epiphyte;Campo rupestre|Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Restinga|Vegetacao Sobre Afloramentos Rochosos;NA;BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;Caatinga|Cerrado|Mata Atlantica|Pampa;Non Endemic
